docid	earliestdate	actualdate	tags	author	title	gender	nationality	authsvols	lastname
uc1.$b87302	1939	1939.0	vulgar	Derleth, August William	Restless is the river / | $c: August Derleth.	m	us	21.0	Derleth
uc1.$b105925	1939	1939.0	elite	Walpole, Hugh	The Sea Tower	m	uk	106.0	Walpole
mdp.39015019073140	1939	1962.0	elite	Heppenstall, Rayner	The Blaze of Noon	m	uk	1.0	Heppenstall
uc1.$b56415	1940	1940.0	vulgar	Corey, Paul	The road returns, | $c: by Paul Corey.	m	us	3.0	Corey
pst.000044192167	1940	1967.0	elite	McCullers, Carson	The Heart is a Lonely Hunter	f	us	3.0	McCullers
mdp.39015012934694	1940	1940.0	vulgar	Sugrue, Thomas	Such is the kingdom / | $c: Thomas Sugrue.	m	us	2.0	Sugrue
mdp.39015020720481	1940	1940.0	elite	Hemingway, Ernest	For Whom the Bell Tolls	m	us	30.0	Hemingway
mdp.39015000619067	1940	1946.0	elite	Greene, Graham	The Power and the Glory	m	uk	51.0	Greene
umn.31951002025646c	1940	1941.0	vulgar	Whitney, Janet	Jennifer,	f	us	1.0	Whitney
mdp.39015055278512	1940	1940.0	vulgar	Curran, Dale	Piano in the band | $c: [by] Dale Curran.	m	us	3.0	Curran
umn.31951002082062h	1940	1940.0	vulgar	Frankland, Edward Percy	The bear of Britain.	m	uk	1.0	Frankland
mdp.39015000543002	1940	1940.0	vulgar	Paul, Elliot	Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul.	m	us	9.0	Paul
mdp.39015053608637	1940	1940.0	elite	Myers, L. H	The Pool of Vishnu	m	uk	10.0	Myers
uc1.$b301179	1941	1941.0	vulgar	Löhrke, Eugene	Night raid.	m	uk	2.0	Löhrke
uc1.$b56674	1941	1941.0	elite	Hough, Frank O	The Neutral Ground	m	us	3.0	Hough
uc1.$b106208	1941	1941.0	elite	Maugham, W. Somerset	Up at the Villa	m	uk	108.0	Maugham
mdp.39015066059935	1941	1941.0	elite	Stein, Gertrude	Ida	f	us	2.0	Stein
uc1.b3295221	1941	1941.0	vulgar	Street, James H. (James Howell)	In my father's house, | $c: by James Street.	m	us	4.0	Street
mdp.39015057934351	1941	1941.0	elite	Cain, James M	Mildred Pierce	m	us	15.0	Cain
uc1.$b117378	1941	1941.0	vulgar	Hubbard, Margaret Ann	Seraphina Todd, | $c: by Margaret Ann Hubbard, illustrated by Manning de V. Lee.	f	us	2.0	Hubbard
mdp.39015031602066	1942	1942.0	elite	Steinbeck, John	The Moon is Down	m	us	37.0	Steinbeck
uc1.$b56382	1942	1942.0	vulgar	Clements, E. H. (Eileen Helen)	Perhaps a little danger / | $c: by E. H. Clements.	f	us	1.0	Clements
uc1.$b56351	1942	1942.0	elite	Cannon, LeGrand	Look to the Mountain	m	us	2.0	Cannon
mdp.39015018606445	1943	1943.0	elite	Welty, Eudora	The Wide Net and Other Stories	f	us	19.0	Welty
mdp.39015010687682	1943	1943.0	vulgar	De Vries, Peter	The handsome heart, | $c: by Peter De Vries.	m	us	3.0	De
uc1.$b102411	1943	1944.0	vulgar	Johnson, Pamela Hansford	Winter quarters, | $c: by Pamela Hansford Johnson.	f	uk	6.0	Johnson
mdp.39015066052146	1943	1943.0	elite	Cheever, John 	The Way Some People Live	m	us	1.0	Cheever
mdp.39015013792281	1943	1943.0	vulgar	Caldwell, Erskine	Georgia boy.	m	us	53.0	Caldwell
uc1.$b105348	1943	1943.0	vulgar	Strong, Anna Louise	Wild river, | $c: by Anna Louise Strong.	f	us	2.0	Strong
mdp.39015028762006	1943	1943.0	elite	Dos Passos, John	Number One	m	us	39.0	Dos
mdp.39015054021426	1943	1943.0	vulgar	Fast, Howard	Citizen Tom Paine | $c: [by] Howard Fast.	m	us	28.0	Fast
mdp.39015000613409	1943	1943.0	elite	Smith, Betty	A Tree Grows in Brooklyn	f	us	3.0	Smith
uc1.$b106144	1943	1943.0	vulgar	Weidman, Jerome	The lights around the shore.	m	us	8.0	Weidman
inu.32000009118748	1944	1944.0	elite	Lehmann, Rosamond	The Ballad and the Source	f	uk	16.0	Lehmann
mdp.39015031306155	1944	1944.0	elite	Warner, Rex	Return of the Traveller	m	uk	12.0	Warner
mdp.39015030719481	1944	1944.0	elite	Williams, Ben Ames	Leave Her to Heaven	m	us	25.0	Williams
uc1.$b186815	1944	1944.0	elite	Neumann, Robert	The Inquest	m	ger	8.0	Neumann
uc1.$b523465	1944	1944.0	vulgar	Brown, Zenith Jones, Mrs	All for the love of a lady, | $c: by Leslie Ford [pseud.]	f	us	1.0	Brown
mdp.39015049691218	1944	1944.0	vulgar	Smith, Lillian Eugenia	Strange fruit, | $c: a novel by Lillian Smith.	f	us	6.0	Smith
mdp.39015001816563	1944	1944.0	elite	Stafford, Jean	Boston Adventure	f	us	5.0	Stafford
uc1.$b56184	1944	1944.0	vulgar	Puckette, Clara Childs	Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James.	f	us	1.0	Puckette
uc1.$b802363	1944	1944.0	vulgar	Underwood, Charlotte	The dark glass,	f	us	3.0	Underwood
uc1.$b106291	1944	1944.0	vulgar	Shute, Nevil	Pastoral, | $c: by Nevil Shute [pseud.].	m	uk	15.0	Shute
mdp.39015063921038	1944	1944.0	vulgar	Knight, Kathleen Moore	Design in diamonds, | a Margot Blair mystery.	f	us	4.0	Knight
uc1.32106002137674	1944	1944.0	elite	Porter, Katherine Anne	The Leaning Tower	f	us	11.0	Porter
uc1.$b300999	1945	1945.0	vulgar	Graeme, Bruce	The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]	m	uk	5.0	Graeme
uc1.$b182827	1945	1945.0	vulgar	Cotterell, Geoffrey	Then a soldier	m	uk	1.0	Cotterell
uc1.$b323515	1945	1946.0	vulgar	Butler, Gerald	Mad with much heart | $c: [by] Gerald Butler.	m	uk	3.0	Butler
mdp.39015035730640	1945	1946.0	elite	Orwell, George	Animal Farm	m	uk	16.0	Orwell
uc1.b3826722	1945	1960.0	elite	Waugh, Evelyn	Brideshead Revisited	m	uk	11.0	Waugh
uc1.$b302189	1945	1945.0	elite	Parrish, Anne	Poor Child	f	us	21.0	Parrish
osu.32435022102032	1945	1945.0	elite	Nin, Anais	This Hunger	f	cu	3.0	Nin
umn.31951002462309t	1945	1947.0	remove	Lewis, Hilda	Strange Story	f	uk	0.0	Lewis
uc1.$b787338	1945	1945.0	elite	Reddin, Kenneth	Another Shore	m	uk	1.0	Reddin
mdp.39015066681480	1945	1945.0	elite	Pritchett, V.S	It May Never Happen	m	uk	6.0	Pritchett
uc1.$b620170	1945	1945.0	vulgar	Nagibin, I͡Uriĭ	Each for all, | $c: by Yuri Nagibin.	m	ru	1.0	Nagibin
mdp.39076002720196	1945	1945.0	vulgar	Stone, Caroline R	Clorinda of Cherry lane farm / | $c: by Caroline R. Stone.	f	us	1.0	Stone
uc1.$b56348	1946	1946.0	vulgar	Campbell, Frances W	Men of the Enchantress, | a novel | $c: by Frances Campbell.	f	us	1.0	Campbell
uc1.32106006434416	1946	1946.0	vulgar	Stout, Rex	The silent speaker, | $c: by Rex Stout	m	us	5.0	Stout
mdp.39015003840595	1946	1946.0	vulgar	Costain, Thomas B. (Thomas Bertram)	The black rose.	m	ca	8.0	Costain
mdp.39015065391388	1946	1946.0	elite	Koestler, Arthur	Thieves in the Night	m	hu	14.0	Koestler
pst.000019201559	1946	1946.0	vulgar	Christie, Agatha	The hollow / | $c: Agatha Christie.	f	uk	25.0	Christie
uc1.$b104338	1946	1959.0	elite	Myers, Elizabeth	Mrs. Christopher	f	uk	0.0	Myers
mdp.39015016911532	1946	1946.0	elite	O'Brien, Kate	That Lady	f	uk	6.0	O'Brien
uc1.$b56440	1947	1947.0	vulgar	Creatore, Luigi	This world is mine, | a novel | $c: by Luigi Creatore.	m	us	1.0	Creatore
mdp.39015037848416	1947	1947.0	vulgar	Irish, William	Waltz into darkness, | $c: by William Irish [pseud.] ...	m	us	3.0	Irish
uc1.b4090082	1947	1951.0	elite	Powers, J.F	Prince of Darkness	m	us	0.0	Powers
umn.319510020277183	1947	1947.0	vulgar	Stoll, Dennis Gray	The doctor and the dragon : | a tragi-comedy of British India.	m	au	2.0	Stoll
mdp.39015005919686	1947	1947.0	elite	Lowry, Malcolm	Under the Volcano	m	uk	1.0	Lowry
mdp.39015000957798	1947	1947.0	vulgar	Spillane, Mickey	I, the Jury	m	us	1.0	Spillane
uc1.32106001971461	1948	1948.0	elite	Bowen, Elizabeth	The Heat of the Day	m	uk	33.0	Bowen
mdp.39015000544224	1948	1948.0	elite	Paton, Alan	Cry, The Beloved Country	m	za	2.0	Paton
mdp.39015000540735	1948	1948.0	vulgar	Park, Ruth	The harp in the South.	f	nz	2.0	Park
uc1.31822035081835	1948	1948.0	vulgar	Ray, Tom	Yellowstone red / | $c: by Tom Ray	m	us	1.0	Ray
osu.32435066780487	1948	1948.0	vulgar	Brewster, Eliot	The passion trail / | $c: by Eliot Brewster.		us	8.0	Brewster
mdp.39015009398465	1948	1948.0	elite	Capote, Truman	Other Voices, Other Rooms	m	us	3.0	Capote
mdp.39015002141011	1949	1951.0	vulgar	MacInnes, Helen	Neither five nor three.	f	uk	8.0	MacInnes
uc1.$b105772	1949	1949.0	vulgar	Macdougall, Arthur Raymond	Doc Blakesley, angler; | $c: illustrated by Staley Greene.	m	us	2.0	Macdougall
mdp.39015031325833	1949	1949.0	elite	Hutchinson, R.C	Elephant and Castle	m	uk	9.0	Hutchinson
wu.89087910576	1949	1949.0	vulgar	Towers, Frances	Tea with Mr. Rochester, and other stories.	f	uk	1.0	Towers
mdp.39015020733708	1949	1949.0	elite	Orwell, George	Nineteen Eighty-four	m	uk	16.0	Orwell
nyp.33433074943634	1813		special	Austen, Jane	Pride and Prejudice	f	uk		Austen
nyp.33433076030760	1844		special	Poe, Edgar Allan	Tales	m	us		Poe
uc1.b4713109	1847		special	Brontë, Charlotte	Jane Eyre	f	uk		Brontë
uva.x000380956	1865		special	Verne, Jules	From the Earth to the Moon	m	fr		Verne
nyp.33433074890454	1851		special	Melville, Herman	Moby Dick	m	us		Melville
uva.x000464259	1850		special	Hawthorne, Nathaniel	Scarlet Letter	m	us		Hawthorne
nyp.33433081852711	1881		special	James, Henry	Portrait of a Lady	m	us		James
dul1.ark+=13960=t98637h6g	1895		special	Wells, H. G. (Herbert George)	The Time Machine	m	uk		Wells
inu.39000003707283	1892		special	Doyle, Arthur Conan	Sherlock Holmes Omnibus	m	uk		Doyle
uc2.ark+=13960=t3cz3334b	1884		special	Twain, Mark	Huckleberry Finn	m	us		Twain
uc2.ark+=13960=t1hh6d619	1900		special	Dreiser, Theodore	Sister Carrie	m	us		Dreiser
inu.30000007102522	1925		special	Fitzgerald, F. Scott	The Great Gatsby	m	us		Fitzgerald
mdp.39015004063601	1939		special	Steinbeck, John	The grapes of wrath	m	us		Steinbeck
mdp.39015031600409	1939		special	Chandler, Raymond	The big sleep	m	us		Chandler
mdp.39015066409924	1940		special	Wright, Richard	Native son	m	us		Wright
uc1.32106002103940	1952		special	Ellison, Ralph	Invisible man	m	us		Ellison
mdp.39015066065254	1973		special	Pynchon, Thomas	Gravity's rainbow	m	us		Pynchon
mdp.39015000695182	1972		special	Atwood, Margaret	Surfacing	f	ca		Atwood
mdp.39015021862308	1977		special	Morrison, Toni	Song of Solomon	f	us		Morrison
mdp.39015062084390	1955		special	Nabokov, Vladimir	Lolita	m	ru		Nabokov
